"","Chr","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val","DifExpressed","start_position","end_position","strand","percentage_gene_gc_content","transcript_length","cds_length","Description"
"ENSG00000280222","1",347.097515702986,1.57331523553532,0.366579227821195,4.29188321686008,1.77164124474427e-05,0.00256894265069416,"UP",18109389,18115861,"+",54.4,6473,NA,"TEC"
"ATAD3C","1",203.291623551199,1.55317857460923,0.479033363348567,3.24231816287724,0.00118561580451195,0.0206576121157987,"UP",1449689,1470163,"+",56.97,3864,1236,"ATPase family AAA domain containing 3C"
"SCNN1D","1",308.084791657413,1.53121022491549,0.43777795734148,3.49768689637588,0.000469311752002411,0.0135289321024199,"UP",1280436,1292029,"+",65.93,3050,2409,"sodium channel epithelial 1 subunit delta"
"MYBPH","1",140.556942552582,1.49556226267248,0.462992070704705,3.23021139518898,0.00123698720110009,0.0210985701310345,"UP",203167811,203175826,"-",57.63,1818,1434,"myosin binding protein H"
"GPR153","1",581.834451468947,1.49201993525689,0.434498631766187,3.43388868497007,0.000594988482422307,0.0148261492395476,"UP",6247353,6261098,"-",60.53,4198,1830,"G protein-coupled receptor 153"
"WASH9P","1",47.635660573337,1.45802722526674,0.44530440618906,3.27422591153907,0.00105951869042049,0.019561464921,"UP",185217,195411,"-",56.54,1397,NA,"WAS protein family homolog 9, pseudogene"
"OBSCN","1",2736.6200472006,1.44201378545205,0.364828560755167,3.95257921273267,7.73133234202977e-05,0.00533722769377786,"UP",228208044,228378876,"+",53.88,27013,26772,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
"FAM151A","1",69.1801507570913,1.40185734330919,0.470529236732454,2.9793203777182,0.00288888550250679,0.0329733764811842,"UP",54609181,54623556,"-",51.79,1975,1758,"family with sequence similarity 151 member A"
"CSMD2-AS1","1",54.1402014180284,1.37502227667332,0.484586901272546,2.83751433037594,0.00454663057775054,0.0429717886492671,"UP",33868953,33893726,"+",42.56,1367,NA,"CSMD2 antisense RNA 1"
"SLFNL1","1",90.4449473220144,1.36903639062912,0.451651742298969,3.03117703844235,0.00243602369064384,0.0303875877534378,"UP",41015589,41023237,"-",57.31,1997,1215,"schlafen like 1"
"ENSG00000289610","1",56.7320629852536,1.36531659786756,0.373479086378898,3.65567081976427,0.000256510335455734,0.00995820059924941,"UP",2585590,2586283,"+",64.55,694,NA,"novel transcript"
"ENSG00000284708","1",300.740946007164,1.35017035489615,0.384732772996425,3.50937182808884,0.000449166488564115,0.0132320836691981,"UP",11623558,11643416,"+",50.89,2094,NA,"novel transcript"
"HS6ST1P1","1",605.758418800191,1.34202054676663,0.288383648537771,4.65359445159685,3.2619807754675e-06,0.00093922389999178,"UP",21428303,21429536,"+",67.1,1234,NA,"heparan sulfate 6-O-sulfotransferase 1 pseudogene 1"
"GJA4","1",248.297801857634,1.3186873828021,0.412144530227365,3.19957511525053,0.00137630317908717,0.0221324924796558,"UP",34792999,34795747,"+",59.33,1621,1002,"gap junction protein alpha 4"
"CTBP2P8","1",102.049079329418,1.31525407775003,0.451745475799406,2.91149363570839,0.00359705235267662,0.0373383297003591,"UP",68161761,68163090,"-",55.86,1330,NA,"CTBP2 pseudogene 8"
"ENSG00000273058","1",38.4881916072933,1.31460152323895,0.406541928472996,3.23361855486026,0.00122232591684448,0.0209519309885192,"UP",236536162,236536704,"-",52.85,543,NA,"novel transcript"
"ENSG00000227775","1",556.899603971933,1.27884749586638,0.362199549015427,3.53078157977471,0.00041433374081255,0.0126784502306127,"UP",1735817,1737251,"+",50.94,497,NA,"ribosomal protein S7 (RPS7) pseudogene"
"PRDM16","1",1788.12876694609,1.27532571564946,0.334981263202246,3.80715537179008,0.000140574434327251,0.00701496320889336,"UP",3069168,3438621,"+",57.58,4282,3537,"PR/SET domain 16"
"COL16A1","1",3710.71292265933,1.25774571916895,0.355240438492253,3.54054770483677,0.000399297442416649,0.0124223540031303,"UP",31652263,31704319,"-",56,5418,4815,"collagen type XVI alpha 1 chain"
"PGAM1P11","1",29.5673834545886,1.25712399784538,0.44979306859393,2.79489410936277,0.00519167172842688,0.0460394077031853,"UP",10058671,10059648,"+",54.6,680,NA,"phosphoglycerate mutase 1 pseudogene 11"
"NEXN-AS1","1",32.8986276743412,1.25603504149867,0.455036354584912,2.76029602655471,0.00577490072074716,0.0490146920686395,"UP",77881348,77889539,"-",47.24,2292,NA,"NEXN antisense RNA 1"
"ENSG00000288398","1",521.870252007102,1.23168220341281,0.284194458836066,4.33394165550317,1.46463006711489e-05,0.00230023005215848,"UP",16228674,16231335,"-",56.35,2662,NA,"novel transcript"
"CROCCP3","1",1524.60377532283,1.23106310103463,0.345568184367979,3.56243183464982,0.00036743533137519,0.0119446114578499,"UP",16474396,16491307,"-",54.23,2137,NA,"CROCC pseudogene 3"
"SLC25A39P1","1",59.8008366205525,1.18142784730065,0.413733836456175,2.85552629057398,0.00429655654871725,0.0416165465307471,"UP",202796030,202797094,"+",54.46,1065,NA,"solute carrier family 25 member 39 pseudogene 1"
"CROCC","1",3835.34448443474,1.16868504465943,0.387873244777024,3.0130591898167,0.00258628469017872,0.0313857910269255,"UP",16740273,16972964,"+",49.14,1868,NA,"ciliary rootlet coiled-coil, rootletin"
"PRKCZ-AS1","1",137.459981759178,1.16254130405215,0.360827744113893,3.22187338145817,0.00127355402789265,0.0212878044906824,"UP",2181794,2184389,"-",57.78,1253,NA,"PRKCZ antisense RNA 1"
"HIVEP3","1",3431.11141514746,1.15912007698828,0.282096189055831,4.10895333562577,3.97456369350507e-05,0.00373331063225248,"UP",41506365,42035925,"-",46.45,12216,7218,"HIVEP zinc finger 3"
"PEAR1","1",316.848304233319,1.1247132519037,0.301310232357577,3.73274164340013,0.000189406844008925,0.00837916428539311,"UP",156893698,156916429,"+",57.04,688,234,"platelet endothelial aggregation receptor 1"
"TIE1","1",943.351610499394,1.10589582550888,0.366514470943887,3.01733195598215,0.00255010386304364,0.0311787799692427,"UP",43300982,43323108,"+",54.59,3893,3417,"tyrosine kinase with immunoglobulin like and EGF like domains 1"
"SHE","1",795.26308188728,1.09217493320884,0.248256543697293,4.39938024167679,1.08560466139501e-05,0.00201972571849998,"UP",154469772,154502412,"-",45.3,693,124,"Src homology 2 domain containing E"
"RNF207","1",706.375357503805,1.07933072851935,0.366886995452701,2.94186150475998,0.00326245800022341,0.0353161750998547,"UP",6205475,6221299,"+",57.32,1854,NA,"ring finger protein 207"
"NSRP1P1","1",328.02552174128,1.0790107595847,0.347228130009416,3.10749811530372,0.00188678188498917,0.0262262682013495,"UP",77847110,77848802,"+",41.35,1693,NA,"nuclear speckle splicing regulatory protein 1 pseudogene 1"
"SLFNL1-AS1","1",111.110217304534,1.07690035192295,0.346357742809323,3.10921402590329,0.00187585779807638,0.0261044284834726,"UP",41014590,41043890,"+",49.97,4800,NA,"SLFNL1 antisense RNA 1"
"NBPF10","1",191.22779629826,1.0647448552851,0.338110095168905,3.14910696397043,0.00163770239810398,0.0242556461730208,"UP",146064711,146229000,"-",41.59,13030,11388,"NBPF member 10"
"MMEL1","1",53.6266780325509,1.05373154098624,0.343488702131953,3.06773275058533,0.00215689419139584,0.0282852816255904,"UP",2590639,2633016,"-",54.95,552,201,"membrane metalloendopeptidase like 1"
"FAM131C","1",343.529305286331,1.05218087133451,0.2635286528281,3.99266212627305,6.53356323621423e-05,0.00481770611070358,"UP",16057769,16073651,"-",57.98,1720,843,"family with sequence similarity 131 member C"
"HEYL","1",412.024436865327,1.04980146819012,0.35448127475871,2.96151459313247,0.00306129985978245,0.0339169026150702,"UP",39623435,39639643,"-",51.58,4077,987,"hes related family bHLH transcription factor with YRPW motif like"
"SOX13","1",1600.7669264484,1.04030562225452,0.207326975130319,5.01770510856401,5.22923607261269e-07,0.000416186934296712,"UP",204073115,204127743,"+",51.76,3525,NA,"SRY-box transcription factor 13"
"RNU6-37P","1",46.8869585190212,1.03836641239884,0.33921815274621,3.06105791801685,0.00220556426034404,0.028679450107893,"UP",10298966,10299072,"+",45.79,107,NA,"RNA, U6 small nuclear 37, pseudogene"
"LINC01772","1",142.750620229817,1.03691151316199,0.350827862699694,2.95561334605164,0.00312048014659461,0.0343592294996278,"UP",16460948,16468481,"+",46.15,3245,NA,"long intergenic non-protein coding RNA 1772"
"ENSG00000287727","1",68.878939913602,1.02770099519281,0.365375518360467,2.81272538402234,0.00491235839960408,0.0447497767630093,"UP",10612222,10616452,"-",52.21,2876,NA,"novel transcript, antisense to PEX14"
"PDE4DIPP2","1",2729.66141929725,1.01715807544651,0.339357382784789,2.99730645934279,0.00272376748365694,0.0319791458056926,"UP",120489860,120701289,"-",40.82,7052,NA,"PDE4DIP pseudogene 2"
"LINC02918","1",135.65712634404,1.01039921968665,0.30005237671937,3.36740948608331,0.000758779298949571,0.0167291122373695,"UP",43937896,43946659,"-",49.24,2224,NA,"long intergenic non-protein coding RNA 2918"
"THEM5","1",166.214995697401,1.00684758599761,0.287702186658399,3.49961742624181,0.000465926336299673,0.0134473679829879,"UP",151847101,151853712,"-",52.42,1161,744,"thioesterase superfamily member 5"
"SEMA6C","1",810.895644959543,0.997395837778233,0.252368798562199,3.9521360939253,7.74566658610779e-05,0.00533722769377786,"UP",151131685,151146631,"-",57.43,3817,2889,"semaphorin 6C"
"FAM110D","1",89.4926432255024,0.994939376441023,0.326303817997661,3.04911962889798,0.00229513068410119,0.0294309236969601,"UP",26159079,26163962,"+",58.17,2799,816,"family with sequence similarity 110 member D"
"KIF21B","1",8651.96447304783,0.990929620945872,0.282517464984009,3.50749862845456,0.000452340685628845,0.0132861210483669,"UP",200969390,201023714,"-",55.01,9897,4875,"kinesin family member 21B"
"KIAA1614","1",682.80526454425,0.982161352740196,0.338177412142129,2.90427839789434,0.00368100682941916,0.0378684947581164,"UP",180912897,180951614,"+",54.33,3331,1941,"KIAA1614"
"MAP3K6","1",711.628650130649,0.963235667381075,0.267836343067571,3.59635909133536,0.000322702257869446,0.0111339184148794,"UP",27355184,27366961,"-",60.83,444,248,"mitogen-activated protein kinase kinase kinase 6"
"AGRN","1",4828.65825059696,0.950811572636346,0.229461602092093,4.14366309642841,3.41801780344572e-05,0.00364176998212062,"UP",1020120,1056119,"+",65.71,7326,6138,"agrin"
"PDE4B-AS1","1",88.5565766625868,0.936531075487665,0.340657831874384,2.74918404292847,0.00597438304368371,0.0499296573236124,"UP",66042500,66050718,"-",35.38,456,NA,"PDE4B antisense RNA 1"
"CPLANE2","1",268.605324156014,0.929835305675796,0.220741858335777,4.21231982319092,2.52761315586612e-05,0.00318400269728011,"UP",16231692,16237183,"-",54.1,1574,777,"ciliogenesis and planar polarity effector complex subunit 2"
"DENND4B","1",3381.90730157359,0.908026100538698,0.250415289924759,3.62608090269379,0.000287755234473949,0.0105608306834756,"UP",153929501,153946718,"-",56.5,2530,NA,"DENN domain containing 4B"
"MTMR9LP","1",209.895527889911,0.893756237754401,0.310033622690721,2.88277197162574,0.0039419268146038,0.0395287813527493,"UP",32231847,32241592,"-",52.6,1545,NA,"myotubularin related protein 9 like, pseudogene"
"DVL1","1",4399.90919063904,0.884668872161577,0.250368963549824,3.53346061595819,0.000410157194224216,0.0126049071150024,"UP",1335276,1349418,"-",66.32,2926,2013,"dishevelled segment polarity protein 1"
"SKI","1",10951.4274850095,0.8759976019256,0.226029551455047,3.8755888169774,0.000106367172094131,0.0063053833928153,"UP",2227388,2310213,"+",57.89,448,NA,"SKI proto-oncogene"
"FAAP20","1",1062.79334616097,0.869550593262003,0.188654679737241,4.60921825248712,4.04185862219708e-06,0.0010625694851789,"UP",2184461,2212720,"-",60.96,1413,570,"FA core complex associated protein 20"
"ENSG00000285847","1",252.475161042388,0.867885430471404,0.282308280260038,3.07424716580039,0.0021103451402805,0.0279915333043911,"UP",184607599,184680699,"-",42.82,3664,NA,"novel transcript"
"ACAP3","1",6213.71959156493,0.864659520341578,0.281612935696708,3.07038282244535,0.00213784555920344,0.0281445319621096,"UP",1292390,1309609,"-",67.29,5319,NA,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
"RRAGC-DT","1",263.756328310316,0.864526799120958,0.243442704554988,3.55125367466365,0.000383400689649938,0.012270685957774,"UP",38859886,38965038,"+",44.66,630,NA,"RRAGC divergent transcript"
"MIB2","1",3153.11387518941,0.864043505364486,0.213561837920044,4.04587033797666,5.21290824041033e-05,0.00426131932668922,"UP",1615454,1630605,"+",66.39,4247,NA,"MIB E3 ubiquitin protein ligase 2"
"ENSG00000228818","1",152.741541543357,0.847986515655743,0.308413910463834,2.74950800494189,0.00596848050134616,0.0498975697910675,"UP",240142670,240145389,"-",51.99,2720,NA,"proteasome 26S non-ATPase subunit 2 (PSMD2) pseudogene"
"BMP8A","1",578.264230512756,0.846310859240611,0.267756147126941,3.16075230511657,0.0015736225317364,0.0238570151044278,"UP",39491636,39529869,"+",54.76,5636,1209,"bone morphogenetic protein 8a"
"PPIEL","1",457.772551811628,0.840746441271249,0.293867274119427,2.86097335537121,0.00422342545325065,0.0412142123497323,"UP",39531838,39558707,"-",44.8,680,NA,"peptidylprolyl isomerase E like (pseudogene)"
"C1orf159","1",424.572725797406,0.838476253189958,0.303276525964445,2.764725197651,0.00569707676011976,0.0487224063461209,"UP",1081818,1116361,"-",54.65,2429,1143,"chromosome 1 open reading frame 159"
"PSEN2","1",225.509573944117,0.83503674865156,0.295288176039614,2.82787059018421,0.00468587445076341,0.0437231678321903,"UP",226870184,226927726,"+",48.2,3116,1347,"presenilin 2"
"ZBTB7B","1",795.063637792975,0.834058030291824,0.290867043934895,2.86748893586759,0.00413743270678914,0.0407089040537462,"UP",155002630,155018523,"+",60.41,4017,1722,"zinc finger and BTB domain containing 7B"
"IBA57","1",800.83910328315,0.81114167913832,0.216425990886044,3.74789402981371,0.000178325561007977,0.00812234794929233,"UP",228165804,228182257,"+",54.58,7828,1071,"iron-sulfur cluster assembly factor IBA57"
"AHDC1","1",5043.12120657009,0.800896048066566,0.214358405017802,3.73624746834654,0.000186786851082232,0.00831425953609127,"UP",27534035,27604431,"-",56.39,6335,4812,"AT-hook DNA binding motif containing 1"
"ARHGEF10L","1",2948.03717648085,0.768473848157834,0.182892351302412,4.20178231995697,2.64821717896719e-05,0.0033015350871392,"UP",17539698,17697874,"+",54.39,4625,3840,"Rho guanine nucleotide exchange factor 10 like"
"FNDC10","1",539.845776764219,0.75137064985734,0.233560674013792,3.21702552465219,0.00129527074674563,0.0214131362138003,"UP",1598012,1600135,"-",70.72,2124,681,"fibronectin type III domain containing 10"
"TMCC2","1",7225.74637666345,0.750036376268383,0.249216642084738,3.00957580518783,0.00261612785667786,0.0314637833623127,"UP",205227946,205285632,"+",51.63,3968,2130,"transmembrane and coiled-coil domain family 2"
"DFFB","1",409.350190809613,0.745451266433585,0.258557423224552,2.8831168609929,0.00393761332115594,0.0395287813527493,"UP",3857267,3885429,"+",51.66,649,312,"DNA fragmentation factor subunit beta"
"MUTYH","1",171.536197718446,0.738639132229861,0.218543969367956,3.37981933048098,0.000725334927236727,0.0162975443959977,"UP",45329163,45340893,"-",51.04,1029,693,"mutY DNA glycosylase"
"PLEKHA6","1",6905.50690450157,0.716615944220047,0.214963822130933,3.33365836686492,0.000857118624560284,0.0176700747866807,"UP",204218853,204378214,"-",48.98,7476,3147,"pleckstrin homology domain containing A6"
"CCDC24","1",429.796695445013,0.685410909539126,0.225753374637732,3.03610482296892,0.00239656031358455,0.0301420737100135,"UP",43991359,43996528,"+",57.95,2654,291,"coiled-coil domain containing 24"
"C1orf35","1",1067.93443676766,0.629377137102245,0.192580626808864,3.26812279890905,0.00108263381295886,0.0197776780807484,"UP",228100726,228105411,"-",60.86,2256,NA,"chromosome 1 open reading frame 35"
"TRIM11","1",1356.95817732213,0.62643339767784,0.191545738985838,3.27041155284669,0.00107391119301803,0.0196886944321851,"UP",228393673,228406835,"-",56.97,5774,1032,"tripartite motif containing 11"
"PLXNA2","1",8731.81788265753,0.622722035524008,0.173109458417621,3.59727331606405,0.00032157053393425,0.0111266165003344,"UP",208022242,208244384,"-",47.99,11508,5685,"plexin A2"
"KIF26B","1",1834.97357456117,0.564744139856207,0.204018396712472,2.76810399922961,0.00563834601774641,0.0483639481441647,"UP",245154985,245709432,"+",44.8,13593,6327,"kinesin family member 26B"
"CPTP","1",1078.22734024942,0.553956769030729,0.186014897389508,2.97802367877431,0.00290113570801538,0.0329886545529196,"UP",1324756,1328896,"+",65.25,1101,NA,"ceramide-1-phosphate transfer protein"
"PIK3CD","1",1373.75248706216,0.513406118422251,0.132956136121947,3.86146990576919,0.000112706896694893,0.00647489074456693,"UP",9629889,9729114,"+",51.08,525,NA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"ZBTB17","1",2020.83673183148,0.495269377035334,0.159506738595588,3.10500597903288,0.00190275178269753,0.0263573623232087,"UP",15941869,15976132,"-",51.22,776,NA,"zinc finger and BTB domain containing 17"
"TMEM240","1",519.291797832238,0.442906241993609,0.158137621377573,2.80076453746648,0.00509817028901196,0.045651368607939,"UP",1534778,1540624,"-",66.8,1381,522,"transmembrane protein 240"
"TMEM201","1",1151.45768721871,0.436217699214143,0.154074906777139,2.83120534250985,0.00463729391107998,0.0435056596328085,"UP",9588911,9614877,"+",59.34,3815,2001,"transmembrane protein 201"
"TARDBP","1",4095.90841095266,-0.334131011903987,0.118161312291184,-2.82775305575982,0.00468759506279953,0.0437231678321903,"DOWN",11012344,11030528,"+",43.2,701,604,"TAR DNA binding protein"
"SMG7","1",4158.57509603058,-0.343879300743983,0.124231038949271,-2.76806266495448,0.00563906118277286,0.0483639481441647,"DOWN",183472216,183598246,"+",40.28,1190,555,"SMG7 nonsense mediated mRNA decay factor"
"TOR1AIP2","1",4730.00834231307,-0.35707246828834,0.111152747014546,-3.21244843585928,0.00131608771237842,0.0216242509589568,"DOWN",179839967,179877803,"-",38.85,7905,1413,"torsin 1A interacting protein 2"
"COP1","1",1795.69900109042,-0.37803421675403,0.134330794635426,-2.81420368114411,0.00488982352593961,0.044746072546617,"DOWN",175944831,176207286,"-",36.3,2131,NA,"COP1 E3 ubiquitin ligase"
"GPBP1L1","1",2767.50436446457,-0.474437475983518,0.141561383922796,-3.35146113181731,0.000803863225003821,0.0172168700230359,"DOWN",45627304,45688113,"-",41.19,3121,NA,"GC-rich promoter binding protein 1 like 1"
"ST7L","1",646.449028671476,-0.474579876303784,0.152777135477899,-3.10635406809573,0.00189409772371627,0.0262826434571438,"DOWN",112523514,112620825,"-",39.05,4348,1668,"suppression of tumorigenicity 7 like"
"WDR26","1",4979.6299740472,-0.481217500365043,0.15128997872907,-3.18076256211792,0.0014688796492174,0.0228906721623531,"DOWN",224385146,224437033,"-",38.39,7367,2286,"WD repeat domain 26"
"SYT14","1",1445.30911174753,-0.483027783894397,0.172226576618543,-2.8046065443444,0.00503780345330691,0.0453458557207595,"DOWN",209900923,210171389,"+",36.77,99,NA,"synaptotagmin 14"
"HNRNPU","1",16692.3584728198,-0.484372270207777,0.157543188324611,-3.0745364198784,0.00210829978461607,0.0279915333043911,"DOWN",244840638,244864560,"-",38.67,12852,NA,"heterogeneous nuclear ribonucleoprotein U"
"CLCC1","1",2508.33900986323,-0.484589405806678,0.161760623991167,-2.99571919203984,0.00273798442160341,0.0320774389323276,"DOWN",108881885,108963527,"-",39.62,2332,1656,"chloride channel CLIC like 1"
"LRIG2","1",1955.90986297312,-0.485396738039055,0.149534065689453,-3.24606126236887,0.00117013656019446,0.0206231347760127,"DOWN",113073198,113132260,"+",41.19,11566,3198,"leucine rich repeats and immunoglobulin like domains 2"
"TTC13","1",1116.92392737912,-0.498371628441011,0.177856770978853,-2.80209533602894,0.00507718673955866,0.0455309004386228,"DOWN",230906243,230978875,"-",39.73,3112,2421,"tetratricopeptide repeat domain 13"
"TRIM33","1",4634.03192175223,-0.498589244959418,0.173902640417058,-2.86705965915002,0.00414304904279199,0.040733245589011,"DOWN",114392790,114511203,"-",38.21,8369,3384,"tripartite motif containing 33"
"FOXJ3","1",4600.51552083217,-0.499994690867877,0.161265111158584,-3.10045171752119,0.00193225713319001,0.0266253901512129,"DOWN",42176539,42335877,"-",38.57,4468,411,"forkhead box J3"
"EMC1","1",5407.74762242886,-0.502236765489639,0.18260479085195,-2.75040300501665,0.00595220102770387,0.049822100728572,"DOWN",19215660,19251552,"-",46.63,6640,2982,"ER membrane protein complex subunit 1"
