"","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val"
"SMIM32",38.5874307133152,1.75515526691506,0.788744812514001,2.22525110665486,0.0260643857220964,0.362420870182669
"MCHR2",59.4664439459723,1.7529682191389,0.860069512592067,2.03817039608325,0.0415328949996191,0.422719846329443
"GRM4",615.446390755073,1.7447722356359,0.433462289776779,4.02519960048752,5.69270089119669e-05,0.0171953100766108
"TRH",51.6667148890983,1.74455251594557,0.488081112062555,3.57430859918623,0.00035115457508164,0.0447001292259187
"LRRC3",128.353665562949,1.74018115479987,0.446761715393379,3.89509909833617,9.81585898628708e-05,0.0248645951236669
"LGR6",86.772338972928,1.73837365947606,0.659183742861911,2.63716100146636,0.00836031411493706,0.228994968498152
"GNLY",68.495912672585,1.73351386459035,0.7625110197633,2.27342795010158,0.0230004034094522,0.3503071516757
"ENSG00000289453",18.3157160021085,1.73314048295343,0.719087492916987,2.41019416972881,0.01594403248801,0.303603411169337
"TMPRSS3",81.274065557801,1.73029284379672,0.271927099772919,6.36307615254843,1.97752581234907e-10,9.56568785949491e-07
"ENSG00000286363",17.4090208266642,1.73000263285376,0.742239682492348,2.3307870404404,0.019764591814513,0.328972478290778
"HLA-DQA2",36.2146639590555,1.71362391738503,0.981990201573307,1.74505195127153,0.0809758262706565,0.5165952433299
"TMEM275",73.5869282665297,1.71032802910904,0.575207049129242,2.97341284620584,0.00294508030744718,0.138579206840306
"ENSG00000270020",64.6179983805239,1.70545879001201,0.600404882101503,2.84051452753459,0.00450408214095293,0.171666570232129
"ENSG00000235296",59.4891963894341,1.70477366825763,0.454794694940623,3.74844668863211,0.000177933148180199,0.0331037778606637
"ENSG00000288758",37.127986488677,1.69780650902109,0.781257995204644,2.1731700916243,0.0297675179063793,0.377163143131238
"NRAP",32.654108056239,1.68633177056047,0.58930111304245,2.86157913711423,0.0042153625182055,0.165776842057428
"CXCL1",106.714805469152,1.68358436208773,1.10303424282975,1.52632103040484,0.126929933673191,0.595118500912731
"ENSG00000272078",21.5715611991919,1.67961231237781,0.567873439981859,2.95772296100249,0.00309920525625523,0.140575453262609
"S100A8",51.2350880872484,1.6717140647273,0.889890078092091,1.8785624268465,0.060304265569925,0.473052206831365
"ENSG00000249478",70.9324704542837,1.66868610734668,0.746885699277383,2.23419207110425,0.0254704379219447,0.360895897814168
"MYADML2",60.8510686583656,1.66792776376768,0.448094210547761,3.72227028269069,0.000197439509887197,0.0346034201893605
"ENSG00000276256",85.7006589306141,1.66743101857516,0.623249570648825,2.67538253871448,0.00746440247893327,0.217773267015055
"ANKRD63",204.579148714501,1.66419409269934,0.512443677683913,3.24756488404928,0.0011639712163381,0.0858199114842135
"IGHA1",46.096277370182,1.66356861811152,1.50407332992543,1.10604222880144,0.268708241892941,0.73153731859778
"CDH7",233.195559786618,1.64723961586112,0.493226455327156,3.33972275426409,0.000838620653800517,0.0767248075900057
"PCP4L1",450.237786330429,1.64035701529663,0.427835162418069,3.8340864879491,0.000126031794767566,0.0272678606805564
"ATF3",1040.63777295279,1.63894759142529,0.765682570604369,2.14050528815307,0.032313953899267,0.387479072388534
"TLX2",25.8629595649955,1.63556590177574,0.849803712210835,1.92463962945123,0.0542744579528616,0.458658993727432
"HSPA6",546.518676361171,1.63303569928443,0.943695688066717,1.73046853973649,0.0835465973806289,0.520914549254225
"IL1RAPL2",65.8002452976523,1.62806124004099,0.641078149553808,2.53956751009861,0.0110989622534709,0.260620874817909
"ENSG00000263485",23.4395550201108,1.62472113347094,0.631231592049792,2.57389071449197,0.0100562031718051,0.249346656021953
"TNNI3",19.4434730789443,1.61971732962691,0.808938846586707,2.00227413538274,0.0452552561762838,0.433909538820675
"HSD11B2",79.4865784146228,1.61775247921898,0.46093444114346,3.5097235849978,0.000448572748411643,0.0519099545123637
"GPR149",39.2350548609926,1.60671631966849,0.689729781990775,2.32948665059962,0.0198332993909484,0.329148324059086
"LINC01679",56.3932211947076,1.60527206753724,0.70707032397378,2.27031458273557,0.023188502890281,0.351622025645352
"AIRE",101.261149543714,1.60259497192874,0.370220846266738,4.32875400747719,1.49955312966835e-05,0.00697465230656899
"ENSG00000232456",54.448121341325,1.60117688123413,0.513320164286619,3.11925576401105,0.00181308503943731,0.108542759316413
"ACTBP7",149.894237085866,1.59715658608826,0.443546695215272,3.60087585662901,0.000317146991812108,0.0429385396995739
"CDC42EP5",44.9334340985017,1.59495037711243,0.479262298941698,3.32792790218297,0.000874945067422395,0.0780864258327603
"SV2C",586.092188485568,1.58919227290516,0.820050606941939,1.9379197569665,0.0526330131581257,0.453051831479224
"SLAMF8",26.2523410097536,1.58479591503835,0.791050063667723,2.00340785978881,0.0451335285223637,0.433909538820675
"ST14",142.541892042829,1.58461619749905,0.559245157650223,2.83349113679789,0.00460425847673762,0.172503313685333
"ENSG00000287338",252.930293660288,1.58401791526201,0.863305709495308,1.83482849451793,0.0665311051985593,0.485259743767296
"ENSG00000279071",53.9645699205947,1.58382690641262,0.522296881096322,3.03242650633507,0.00242596163743114,0.126726367522483
"BCL2A1",42.3550464383785,1.57261142817378,0.686691283750188,2.29012871633577,0.0220138561498113,0.34389579676814
"ENSG00000289123",33.6292778740207,1.57138446411758,0.800898573316698,1.96202679898671,0.0497593642801255,0.447739478611453
"SLC22A24",24.1618029038006,1.56793717433769,0.81669117911592,1.91986544538781,0.0548748976164895,0.460515015181268
"ENSG00000276633",25.2908328434139,1.56020006418574,0.68621316432024,2.27363761773831,0.0229877837409398,0.3503071516757
"CYP4F29P",36.2303783454811,1.55669102982542,1.02443585034466,1.51955930603335,0.128621772033401,0.59756116494549
"SEMA3F",404.784725086326,1.55624267946865,0.474820555648387,3.27753855842136,0.00104716427282334,0.0827862016905763
"ENSG00000258811",30.4997403209583,1.55540152753675,0.701568154492742,2.21703553329236,0.0266206634655834,0.364463854272286
"FER1L6-AS2",48.281789398519,1.55499174990533,0.669093791522625,2.32402657087389,0.0201240699902426,0.331399668451977
"ENSG00000278716",31.40400730492,1.55325897550148,0.832402293033982,1.86599555106952,0.0620419879399365,0.477064323497236
"CYP26B1",1003.04696028777,1.55108488093704,0.4113196308319,3.77099648222465,0.000162596965447742,0.030965119734796
"ILF2P1",19.2528769414638,1.55041230287709,0.646822471515115,2.39696728415358,0.0165313996647745,0.306920867500284
"ENSG00000287952",77.5571656465258,1.54724754013903,0.67169846736599,2.30348529185489,0.0212515537629039,0.338258948054338
"ENSG00000286962",21.5212966025421,1.54504025273703,0.458090274773541,3.37278553556026,0.000744118875370108,0.0722097543670799
"GADD45B",2346.13136175609,1.53797862304556,0.810509536401469,1.89754537605311,0.057755995936308,0.467968682651774
"ENSG00000267016",21.5206477380187,1.5339637382783,0.701620195824977,2.18631639654363,0.0287924653646961,0.372991198345228
"DOK2",29.2219048879573,1.52615617501811,0.852201208274791,1.79084019149384,0.0733189435629216,0.500364551075852
"LINC02263",63.973892142879,1.52417857524632,1.22825705674268,1.24092800190248,0.214632347314964,0.691188126218952
"NGB",138.45790340526,1.52270886127531,0.650744134559781,2.33995018995507,0.0192863118901714,0.326194922640339
"MIR648",29.5479259555103,1.5210538170866,0.530659612901724,2.86634554449933,0.00415240731258023,0.1649098904139
"ENSG00000229060",22.2572796261843,1.51570963311796,0.756019076808945,2.0048563318211,0.0449784082617026,0.433774964962363
"GRIK3",2117.00714850676,1.51274466922528,0.386230504144397,3.91668874672759,8.97735339186871e-05,0.0233469106597566
"CLDN9",52.7542079536949,1.50473260657986,0.774521136142446,1.9427908889282,0.0520414291990029,0.45194464319623
"ENSG00000288959",45.4452006052416,1.50410875767005,0.733931114949372,2.04938682532053,0.0404243044913304,0.418374086644653
"GPR4",354.755947167318,1.50046902434874,0.521246313498311,2.87861800744151,0.00399421813847583,0.160739034770676
"ADORA2A-AS1",61.846968034571,1.49915676626712,0.718349872967203,2.08694512616079,0.036893095103996,0.406883902501253
"RAB42",53.0951563670001,1.49843011048497,0.50144588820665,2.98821895986403,0.00280608441156133,0.135888115876622
"ENSG00000286619",500.9455970333,1.49766665442741,0.988656849959954,1.51484982326079,0.129810439724083,0.598230618145898
"EXOSC3P1",20.8863184822881,1.48723988659802,0.456130867966806,3.26055522886964,0.00111194309869623,0.0842913414820231
"SHISA8",140.436060676054,1.48273565207612,0.498282511314161,2.97569274138396,0.00292327588242395,0.1378213459889
"FUT1",184.976135416143,1.48162910906764,0.398401062251038,3.71893865115763,0.00020006163001669,0.0346716850465351
"ENSG00000255132",36.3187593067688,1.48133197556795,0.567619797696118,2.60972570298015,0.00906148479516576,0.238187237405131
"PLAC4",340.031475485629,1.46886588910427,0.588900537446368,2.49425122869419,0.0126223170786019,0.278797589829283
"RGS1",1577.90018175646,1.46537654653697,0.828498721129742,1.76871310620586,0.0769417639768378,0.506646747493547
"OTOF",691.596042710058,1.46244537802407,0.455396631318716,3.21136626283157,0.00132105443928417,0.0921069379160917
"KRT8P19",25.2020834813344,1.46162123331373,0.707617329358796,2.06555319191825,0.0388706880756293,0.412947371792342
"FCMR",20.5752906276768,1.45537615796419,0.790132889633987,1.84193846004609,0.0654841520838204,0.483885399477439
"SP8",80.6612758188549,1.45496737225312,0.392995431206474,3.70225009432412,0.000213695812502185,0.0355963814825462
"ENSG00000289259",22.711259737139,1.45416934498202,0.740404243298762,1.96402081449883,0.0495276781387029,0.447302622652229
"ENSG00000280245",27.0361991426595,1.45252187760594,0.523471365215534,2.77478764670897,0.00552377621651571,0.188566938258535
"ENSG00000250771",54.0137909753491,1.44947393136926,0.582650107522667,2.48772618876221,0.0128562671820686,0.28114508433926
"LIN28B",34.2692798526089,1.44923447629255,0.501534657145836,2.88959986243013,0.00385732468798781,0.15913242935498
"MIR151A",30.6846834798949,1.44723152354487,0.554658720375465,2.60922882915318,0.00907465370888166,0.238187237405131
"PDCL3P6",38.9080324206493,1.44660721457938,0.531930533267942,2.71954160196835,0.00653724711061037,0.204689712634352
"KDM5D",1051.42288146841,1.44639359474332,1.77909078694965,0.812995944531444,0.41622038333363,0.818783150118089
"TNFRSF12A",95.0629671380629,1.44519929384359,0.625014629216975,2.31226474755343,0.0207630981126628,0.335546933418695
"ENSG00000262039",17.2877774036664,1.44351865960354,0.649951207708658,2.22096465470466,0.0263533554570562,0.363595125547268
"RN7SL589P",39.1355700414295,1.43999353705472,0.432509952095908,3.32938821425178,0.000870369948252926,0.0779658058090565
"ECE1-AS1",43.1305064408892,1.43882532810933,0.524801700106013,2.74165523438412,0.00611304675674552,0.198941949496761
"IL11",22.3257865436786,1.43596590091491,0.61439439331088,2.33720541161957,0.0194285059273168,0.327454943803542
"ENSG00000273188",41.8222518031657,1.43579345222238,0.462641116484588,3.10347135406459,0.00191264749888544,0.113380618647165
"PRRT4",95.848781604279,1.43563912650404,0.407578709117333,3.52236045305976,0.000427722155879127,0.0511364669452837
"MARCHF11",114.754126440299,1.43436296474113,0.517655685146887,2.77088227927821,0.00559046342663269,0.189619991685627
"TESPA1",893.655429883344,1.43273230224974,0.989504492902051,1.44792905189119,0.147636893700415,0.61690734413347
"HBQ1",33.0733431039471,1.43245432537368,0.545346681407103,2.62668569226032,0.00862209340838957,0.2341941494764
"TAC3",149.696690754953,1.4303598305907,0.405382536984593,3.52841994929115,0.000418048367086506,0.0508086321927349
"GATD3",115.985591436247,1.4292785775406,0.636476495427997,2.24561093427257,0.0247289395010167,0.359129026304724
"EGFL6",36.1675756901427,1.42927640617641,0.61588362444906,2.32069233445681,0.0203034547402467,0.332021201046387
"ENSG00000289515",18.6393862474284,1.42722065593843,0.51957006489215,2.74692626149407,0.00601566578071691,0.197152685815556
"ENSG00000250979",41.9514136919389,1.42667697714329,0.631681959108629,2.25853684211036,0.0239122103442617,0.355041244260701
"GPR101",112.049904483282,1.41582100576937,0.912546206834122,1.55150609927058,0.120780446817533,0.586686489296364
"FOSL1",87.4579721678034,1.41151604872345,0.657958274226849,2.14529720806701,0.0319290915901268,0.38609315322951
"LINC02470",40.9735992457934,1.40825759305909,0.910384156288537,1.54688280033375,0.121891509221695,0.588882482114977
"NPIPB15",32.8915816716984,1.40521784318755,1.00612428362531,1.39666427503789,0.162514551970234,0.63673691138054
"SLC22A10",60.1633867692504,1.40437021143579,0.509195220157841,2.75801923474549,0.00581527759857542,0.193867704991762
"WDR45P1",37.5071362883404,1.39935602167429,0.505360531315052,2.7690251512774,0.00562242947342142,0.190125174159048
"BCRP2",33.7472617670648,1.3973559116179,0.620552338798167,2.25179380408778,0.024335305419606,0.35671133144157
"TMSB4XP8",92.5166275166044,1.39572464182946,0.89159901590824,1.56541743196933,0.117485063675641,0.581590421147902
"SYTL1",151.765082869313,1.38614854157045,0.573340319157759,2.41767148629406,0.0156201718473061,0.302958681875658
"TPBG",146.387808715605,1.38466613851515,0.535616573756919,2.5851816511256,0.00973277054262335,0.244949831783443
"TAS2R40",42.1366985026208,1.38174841779921,0.447572252764858,3.08720750507548,0.002020465022085,0.116349921486066
"FER1L6",64.9627670312761,1.37448037202894,0.759829990224115,1.80893145797461,0.0704616524739443,0.495402769399656
"ENSG00000286643",97.5586076255215,1.37124971920221,0.394266320951794,3.47797832665973,0.000505210772276732,0.055794647206781
"ENSG00000265690",17.8760452895148,1.37059269692537,0.659313831889599,2.07881684052834,0.0376341884223636,0.408784348426693
"ENSG00000279249",101.557592521957,1.36897154944855,0.534006799187941,2.56358449280108,0.0103597482191407,0.251314814872754
"ISM2",31.0192720728727,1.36736026174865,0.579384725049749,2.36002124776632,0.0182738883684801,0.319849239365822
"CUX2",1327.00694002937,1.36456375261908,0.661703885123984,2.06219697858264,0.0391889862591419,0.414233766305485
"MFAP1P1",206.684102189504,1.36016341038733,0.549133285032088,2.47692763753676,0.0132518766505125,0.281395863625369
"IL17REL",28.5409894850003,1.35968222139694,0.668143413806797,2.03501552705586,0.0418493106721575,0.423540560054665
"GCSAM",17.5143002837479,1.35753369143457,0.763475727299008,1.77809672645022,0.0753879700105408,0.503098281826217
"HMCN2",83.835092434722,1.35300603259503,0.390793160516725,3.46220499561972,0.000535768906878421,0.0577874402424834
"ENSG00000261578",24.4319962601264,1.35234055218469,0.746026951613645,1.81272345356907,0.0698744852388927,0.49443660034753
"ENSG00000230506",27.8746637119156,1.34676434402997,0.363906863389497,3.70084897956018,0.000214879339140484,0.0355963814825462
"TTC9B",1589.83200316543,1.34507444023416,0.253588368545458,5.30416457170053,1.13190164249302e-07,0.000273761731253363
"ENSG00000265697",15.9079631350642,1.34354325094225,0.989463471630352,1.35785027892791,0.174511197108752,0.651246383779088
"GABRE",166.518049521157,1.34229715857258,0.647106673378406,2.07430585063315,0.0380509148017944,0.410077094840252
"LINC01289",19.6907994910777,1.34044966906183,0.702483993709784,1.90815688480385,0.0563709422869809,0.465956121036542
"ENSG00000284430",16.6839583031384,1.33935724708503,1.05470929894679,1.26988284679247,0.204126364126195,0.682585979054895
"LINC01146",21.2592913760481,1.33633196033321,0.596102242996141,2.24178314380519,0.0249753911743694,0.359129026304724
"ENSG00000287335",30.880884775255,1.33522956260362,0.741588733603889,1.80049871593224,0.0717819261602709,0.497621408775833
"SCN5A",173.556336746383,1.33437774014246,0.546916406218085,2.43982028143872,0.0146945702786412,0.294451430620726
"C1QL4",20.2583812089506,1.33329287375991,0.685385867611268,1.94531713705558,0.0517368208313129,0.451507463388828
"GPR153",581.834451468947,1.33253782192892,0.397215659700128,3.35469609364065,0.000794522186565073,0.0747716482656142
"ARHGEF19",52.2262952812868,1.33011471926012,0.402449122459565,3.30505061392886,0.000949592497859781,0.080303735969506
"ENSG00000235445",41.2205760645549,1.32973610067877,0.606120088599525,2.19384924817656,0.0282462489882994,0.370549537645314
"CHODL",120.457752036438,1.32830654074536,0.579519628165371,2.29208205587529,0.0219009086453033,0.343310311949367
"ENSG00000236358",44.0059932838003,1.32553619431353,0.696584519248382,1.90290791380748,0.0570525621664969,0.467510025709386
"MIR3175",31.8064112351573,1.32445782999976,0.504970073004618,2.62284420563602,0.00871991364386945,0.2341941494764
"ENSG00000258525",24.8447840060608,1.32390731557164,0.523492511805411,2.52898997734613,0.0114391293746769,0.264247166242537
"RIMS3",4621.10301890604,1.32346358072994,0.401935917784268,3.29272285001484,0.000992222301159917,0.081128753877973
"IQSEC3P1",23.0607712995382,1.32120771454564,0.795466956363997,1.66092092697949,0.0967293286977624,0.542205728051672
"GRIN2D",502.246035159826,1.32033791248533,0.286540355533418,4.60786024372522,4.06833950955464e-06,0.0035359017115654
"KLC3",38.6179420244169,1.31983236834419,0.691853484024895,1.90767611758778,0.0564330903206939,0.466181157851285
"ENSG00000224404",71.2058756130909,1.31947576066017,0.634952165144639,2.07807112581403,0.0377028086349368,0.408784348426693
"ENSG00000286502",27.7713196827852,1.31845785306364,0.783877540478501,1.68196916607512,0.0925748191221718,0.534498585650238
"COL7A1",807.937400567364,1.31113470500431,0.488031534112723,2.6865778404833,0.00721881258266686,0.215017489069434
"CYP27C1",41.319987020906,1.30999530716711,0.610937234122579,2.14423877609704,0.0320137595933013,0.38656255093539
"UMODL1",54.7490546171889,1.30949447470085,0.608886851309859,2.15063680860215,0.0315048776393088,0.385742048151255
"ENSG00000287828",26.0668319892822,1.30812393524245,0.587660342040437,2.22598641027989,0.0260150917000716,0.362420870182669
"H4C12",126.623851462324,1.30400770641671,0.468467500997319,2.7835606603246,0.00537658075464521,0.186426478231367
"COL5A3",2626.4969056533,1.3040040956936,0.436698001801631,2.9860546425993,0.00282602141149721,0.136239656534304
"PDE2A-AS1",25.8847104526565,1.30266504906164,0.785466583606169,1.65846017672828,0.097224619113348,0.543251413935467
"RHOD",50.5459157646272,1.29757428025124,0.6898736735806,1.88088679122446,0.059987320394873,0.473052206831365
"ENSG00000275088",24.171621644803,1.29682479343814,0.582675198106881,2.22563925434194,0.0260383546358034,0.362420870182669
"LINC00488",21.8023959608007,1.29154090728238,0.615100336655415,2.09972394797423,0.0357531316869184,0.401680430045687
"ENSG00000236304",25.3819662236027,1.29148774608373,0.718290991173464,1.79800075728897,0.0721768877647396,0.498620453435588
"ENSG00000274331",35.8267623409077,1.29024343482794,0.691482939571951,1.8659078351617,0.0620542612140207,0.477064323497236
"ENSG00000270403",57.8042862915977,1.28834643254928,0.440299984278462,2.92606513411657,0.00343279057576567,0.148820134937293
"TEX53",35.5410920555305,1.28632294218485,0.727976600188125,1.76698391384068,0.0772309223298908,0.507405957594952
"ENSG00000255595",51.3507502101212,1.28535075575177,0.729733265108185,1.76139805763303,0.07817105356856,0.509676795152867
"ENSG00000289511",39.0484266274149,1.28487518995552,0.518179110472073,2.47959665681036,0.0131531075400094,0.281284782862425
"EFNA2",38.6313071911185,1.28316956500821,0.475204175658222,2.70024892611865,0.00692876126348977,0.210854049044685
"FGF12-AS3",18.631256436774,1.27914745296219,0.568869977403641,2.24857613122827,0.0245394764177094,0.357745643122006
"ENSG00000226454",47.6183027204606,1.27799167040956,0.594713090151869,2.14892137330154,0.0316406332336318,0.385742048151255
"ENSG00000277022",33.9970680249108,1.27691920981798,0.683281244550011,1.86880471255862,0.0616499889926271,0.477064323497236
