"","Chr","baseMean","logFC","lfcSE","stat","P.Value","adj.P.Val","DifExpressed","start_position","end_position","strand","percentage_gene_gc_content","transcript_length","cds_length","Description"
"SKI","1",10951.4274850095,0.774686598158946,0.204917841304591,3.7804741316177,0.000156529983233992,0.0172869140388006,"UP",2227388,2310213,"+",57.89,448,NA,"SKI proto-oncogene"
"ARHGEF10L","1",2948.03717648085,0.76191034311592,0.165838865434716,4.59428096736378,4.34243968490276e-06,0.00278994503655109,"UP",17539698,17697874,"+",54.39,4625,3840,"Rho guanine nucleotide exchange factor 10 like"
"AHDC1","1",5043.12120657009,0.730451030230425,0.194333765499418,3.75874479843089,0.000170767907685956,0.0179073354849434,"UP",27534035,27604431,"-",56.39,6335,4812,"AT-hook DNA binding motif containing 1"
"FNDC10","1",539.845776764219,0.715585139465804,0.211646154600347,3.38104484259139,0.000722107572486333,0.0362342193945113,"UP",1598012,1600135,"-",70.72,2124,681,"fibronectin type III domain containing 10"
"PLEKHA6","1",6905.50690450157,0.691872802101841,0.194878566254702,3.5502765409182,0.00038482667952323,0.0273285313099123,"UP",204218853,204378214,"-",48.98,7476,3147,"pleckstrin homology domain containing A6"
"PLXNA2","1",8731.81788265753,0.631606021164719,0.156909244359027,4.02529515545642,5.69038967868269e-05,0.00983055462632997,"UP",208022242,208244384,"-",47.99,11508,5685,"plexin A2"
"PIK3CD","1",1373.75248706216,0.520432806693126,0.120403005462115,4.32242371937205,1.54324447019413e-05,0.0049963315185462,"UP",9629889,9729114,"+",51.08,525,NA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"TMEM240","1",519.291797832238,0.498216909846177,0.14258062309024,3.49428203530049,0.000475338573716812,0.0308071174644606,"UP",1534778,1540624,"-",66.8,1381,522,"transmembrane protein 240"
"LUZP1","1",4728.56935801593,0.49336525038501,0.153083439237785,3.22285188287849,0.00126921165567168,0.0483777895965317,"UP",23084030,23178152,"-",43.36,8602,3231,"leucine zipper protein 1"
"ZBTB17","1",2020.83673183148,0.463771510576894,0.14463332686977,3.20653282762748,0.00134344975510564,0.0497505363238076,"UP",15941869,15976132,"-",51.22,776,NA,"zinc finger and BTB domain containing 17"
"ODR4","1",1585.95249663234,-0.450495070000951,0.136942886544229,-3.28965659603978,0.0010030972241378,0.0434005536010677,"DOWN",186375838,186421378,"+",35.17,1900,1269,"odr-4 GPCR localization factor homolog"
"MTF2","1",925.707760502836,-0.504603884499506,0.148464978309335,-3.3988075184178,0.00067680329362699,0.0350534994413189,"DOWN",93079235,93139079,"+",37.37,3845,1476,"metal response element binding transcription factor 2"
"DAP3","1",1466.34706015187,-0.548644795578448,0.151293446876606,-3.62636192713568,0.000287442402964012,0.0231736065269586,"DOWN",155687960,155739010,"+",44.89,732,NA,"death associated protein 3"
"TMEM50A","1",1294.97791513988,-0.575051874151541,0.175399325116324,-3.27852957113814,0.0010434943055388,0.0441813295535053,"DOWN",25338317,25362361,"+",41.71,776,NA,"transmembrane protein 50A"
"SIKE1","1",1099.51772027354,-0.589373733528659,0.18282301666334,-3.22373924402507,0.00126528556627787,0.0483777895965317,"DOWN",114769479,114780685,"-",36.9,5494,624,"suppressor of IKBKE 1"
"ATF6","1",3037.25089427164,-0.599304853096833,0.155528217087062,-3.85335127169465,0.000116512047947999,0.0150017528665195,"DOWN",161766298,161977574,"+",37.99,3111,2070,"activating transcription factor 6"
"ZMYM1","1",360.315101830248,-0.628321356416515,0.143431698685195,-4.38063107511234,1.18336081887283e-05,0.0044031945792705,"DOWN",35032172,35118818,"+",41.81,7802,3429,"zinc finger MYM-type containing 1"
"ZNF678","1",749.300936810312,-0.634233346144847,0.185751592978084,-3.41441672707311,0.000639187291606996,0.0341250650991132,"DOWN",227563543,227677443,"+",40.32,8543,1578,"zinc finger protein 678"
"SUCO","1",2125.01061592581,-0.645801639062915,0.184947113714766,-3.49181788291598,0.000479745227578886,0.0308071174644606,"DOWN",172532349,172611833,"+",36.42,5916,4218,"SUN domain containing ossification factor"
"PEA15","1",27658.7481976121,-0.650724513079942,0.195724807634793,-3.32469103402641,0.00088516568718575,0.0407804911962364,"DOWN",160205380,160215376,"+",51.75,1021,327,"proliferation and apoptosis adaptor protein 15"
"DRAM2","1",397.093598452391,-0.661967495704321,0.192106479482803,-3.4458363793168,0.000569294943573782,0.033226162167225,"DOWN",111117163,111140203,"-",37.87,2098,801,"DNA damage regulated autophagy modulator 2"
"IPP","1",539.179547622511,-0.668401306396747,0.157784179735646,-4.2361744220276,2.27360189676655e-05,0.006320613273011,"DOWN",45694324,45750653,"-",42.35,1947,1749,"intracisternal A particle-promoted polypeptide"
"ALG6","1",152.590522345279,-0.675077276702879,0.198656802435787,-3.39820871183652,0.000678286518586673,0.0350534994413189,"DOWN",63367575,63438553,"+",37.94,1841,585,"ALG6 alpha-1,3-glucosyltransferase"
"SEC22B","1",1346.16333746577,-0.677263603840174,0.183528421702511,-3.69023826150468,0.000224044107469496,0.02104331887156,"DOWN",120150898,120176520,"-",36.14,6927,648,"SEC22 homolog B, vesicle trafficking protein"
"FGGY","1",593.716731153633,-0.690463191131691,0.203296627819448,-3.39633371461973,0.000682950394285143,0.0351992043954376,"DOWN",59296638,59810647,"+",40.3,563,163,"FGGY carbohydrate kinase domain containing"
"TMEM167B","1",1270.45614560255,-0.732204926794303,0.200929007236016,-3.64409766845778,0.000268331518130642,0.0224672243259665,"DOWN",109090764,109096934,"+",41.99,2769,225,"transmembrane protein 167B"
"RO60","1",5374.47984268846,-0.745817508963102,0.220361655889808,-3.38451581311428,0.000713039116289131,0.0359282584720186,"DOWN",193059454,193091777,"+",35.95,8291,1617,"Ro60, Y RNA binding protein"
"MR1","1",587.962205448438,-0.758642602284914,0.236379370817549,-3.20942813097881,0.0013299929129941,0.0496488303784008,"DOWN",181033374,181061938,"+",46.09,7911,1026,"major histocompatibility complex, class I-related"
"RPS8","1",6300.02587401432,-0.798484423778939,0.227172229846682,-3.51488570727961,0.000439943284885569,0.0298052333003988,"DOWN",44775251,44778779,"+",55.11,694,NA,"ribosomal protein S8"
"CAPZA1","1",1704.62795673616,-0.817638220925479,0.210144102944724,-3.89084542210803,9.9895558953653e-05,0.0139987095991824,"DOWN",112619805,112671616,"+",40.14,739,NA,"capping actin protein of muscle Z-line subunit alpha 1"
"SELENOF","1",1356.86750865529,-0.862186837647456,0.247452178881406,-3.48425639873095,0.000493506474835454,0.0310831968759643,"DOWN",86862445,86914424,"-",37.87,1542,498,"selenoprotein F"
"LEPROT","1",1210.40569281661,-0.870366948261415,0.20965450645842,-4.15143448602205,3.303978473883e-05,0.0075386814499372,"DOWN",65420587,65436007,"+",40.78,492,222,"leptin receptor overlapping transcript"
"AHCYL1","1",23652.4179800572,-0.925372638256826,0.283015424136718,-3.26968977425698,0.00107665490465584,0.0448965095241487,"DOWN",109984765,110023742,"+",40.92,4313,1452,"adenosylhomocysteinase like 1"
"ENSG00000225871","1",80.6974709068157,-0.927436078323712,0.253991957219162,-3.6514387639584,0.000260775282284764,0.0222866112273473,"DOWN",148435105,148436926,"+",42.37,1679,NA,"family with sequence similarity 91, member A1 (FAM91A1) pseudogene"
"HMGN2","1",3144.90872402612,-0.963585404404734,0.280691226857309,-3.43290175184057,0.000597158445186791,0.0335077866430792,"DOWN",26472440,26478209,"+",46.05,1940,273,"high mobility group nucleosomal binding domain 2"
"GNG12","1",1507.48090071522,-1.01121934485477,0.277118805537184,-3.64904627419479,0.000263215692649524,0.0223373148856891,"DOWN",67701475,67833467,"-",41.55,4395,219,"G protein subunit gamma 12"
"SRP9","1",2601.08561398466,-1.07302371056884,0.23695700204737,-4.52834776477434,5.94466866841013e-06,0.00315639922849399,"DOWN",225777813,225790468,"+",40.6,377,249,"signal recognition particle 9"
"H2AC20","1",1568.79799911106,-1.13891205457212,0.327270247102102,-3.4800354283865,0.000501347480853059,0.0312879290804095,"DOWN",149886918,149887411,"+",58.3,494,390,"H2A clustered histone 20"
"TXNIP","1",7453.23809823999,-1.32091211722683,0.403761800435454,-3.27151334227814,0.00106973540801969,0.0447623193397304,"DOWN",145992435,145996579,"-",42.39,2905,1176,"thioredoxin interacting protein"
"ADORA3","1",142.290243520377,-1.44107851084691,0.340920625811518,-4.22702060755817,2.36805987381299e-05,0.00643526922562258,"DOWN",111499429,111503633,"-",39.38,1757,957,"adenosine A3 receptor"
"DES","2",467.009990597339,4.63748648015999,1.07301236647795,4.32193199728169,1.54668863690603e-05,0.0049963315185462,"UP",219418377,219426735,"+",55.28,2243,1413,"desmin"
"ENSG00000232057","2",193.061097492967,2.02394864297271,0.553247913635893,3.65830325445153,0.000253890531316864,0.0222549473921363,"UP",1824412,1834145,"+",53.74,3403,NA,"novel transcript"
"ENSG00000284600","2",71.0359693051643,1.51676139321674,0.458327425009131,3.30934024553847,0.000935161166993902,0.0415005651099349,"UP",1795525,1812307,"+",51.69,1007,NA,"novel transcript, antisense to MYT1L"
"NAT8B","2",25.6553705340386,1.42662790826993,0.439530739745084,3.24579780039352,0.00117121994309948,0.0468059029571453,"UP",73700576,73701340,"-",55.42,765,684,"N-acetyltransferase 8B (putative, gene/pseudogene)"
"ERFE","2",105.375855604143,1.20032247172985,0.350897674653824,3.42071936758777,0.00062455743229546,0.0340069706528812,"UP",238158970,238168900,"+",61.86,2939,1065,"erythroferrone"
"KCNK3","2",337.834891429842,1.17529093726705,0.329202403790424,3.57011651110318,0.000356822483858596,0.0259943029957952,"UP",26692722,26733420,"+",53.75,6191,1185,"potassium two pore domain channel subfamily K member 3"
"FBXO41","2",9637.86027419912,1.17402840931863,0.279786913140409,4.19615197916513,2.7148810731726e-05,0.00689546979126907,"UP",73254682,73284478,"-",52.59,6928,2628,"F-box protein 41"
"KCNK12","2",1506.63665402354,1.08764922690691,0.320539769179409,3.39318028989452,0.000690861517819075,0.035400798029602,"UP",47509290,47570985,"-",49.02,13564,1293,"potassium two pore domain channel subfamily K member 12"
"KCNIP3","2",1246.87265393514,1.01983147958202,0.272535278887409,3.74201638681553,0.000182549608329358,0.0186293030677378,"UP",95297327,95386077,"+",53.69,565,NA,"potassium voltage-gated channel interacting protein 3"
"SH3RF3-AS1","2",242.079352826736,0.949217216612628,0.247292418835954,3.83844042239851,0.00012381824818107,0.0153572725667044,"UP",109125905,109128930,"-",53.01,1604,NA,"SH3RF3 antisense RNA 1"
"SH3RF3","2",1815.52756217513,0.859887901299851,0.208088649618619,4.13231525542522,3.5912739152431e-05,0.00759499125354641,"UP",109129205,109504634,"+",48.61,5948,2649,"SH3 domain containing ring finger 3"
"KLHL29","2",1523.42789819746,0.820104819484307,0.234760655102459,3.493365696762,0.0004769728373341,0.0308071174644606,"UP",23385179,23708611,"+",50.5,5325,2628,"kelch like family member 29"
"IRS1","2",1733.57638851204,0.809692842453465,0.233957596983679,3.4608529617867,0.000538466832877494,0.0325583970499377,"UP",226731312,226799820,"-",40.92,9771,3729,"insulin receptor substrate 1"
"TET3","2",2873.10018053513,0.659136748560962,0.188199171997051,3.50233607069903,0.000461197487968454,0.0307010851731007,"UP",73984910,74108177,"+",47.03,12060,5388,"tet methylcytosine dioxygenase 3"
"RAB11FIP5","2",4068.35664814878,0.645878660059192,0.176778937704586,3.65359509705006,0.000258593950741997,0.0222549473921363,"UP",73073382,73156721,"-",48.58,6285,3975,"RAB11 family interacting protein 5"
"MAT2A","2",5279.73064575845,-0.366222409426327,0.100491453406524,-3.64431398901979,0.000268105953375533,0.0224672243259665,"DOWN",85539168,85545281,"+",44.47,583,NA,"methionine adenosyltransferase 2A"
"PTCD3","2",3166.39261610387,-0.526890983271153,0.141006772358856,-3.73663601015021,0.00018649859007661,0.0187414176063106,"DOWN",86106223,86142157,"+",41.2,522,237,"pentatricopeptide repeat domain 3"
"OSGEPL1","2",294.08558666383,-0.537408763465557,0.167670292153681,-3.20515194768663,0.0013499119749663,0.0497697729063034,"DOWN",189746660,189763227,"-",39.12,1910,1245,"O-sialoglycoprotein endopeptidase like 1"
"MARCHF7","2",2971.34243499161,-0.563278994488729,0.149123663420216,-3.777260976358,0.000158562557386347,0.0174317909679372,"DOWN",159712457,159771027,"+",38.09,3303,1908,"membrane associated ring-CH-type finger 7"
"MOB1A","2",1825.26402192692,-0.683305468877295,0.186078173152331,-3.67214196754778,0.000240525994296834,0.0216258799184506,"DOWN",74152528,74178898,"-",41.02,4896,651,"MOB kinase activator 1A"
"FEZ2","2",2751.24200197984,-0.706518984342576,0.206805967045305,-3.41633751886763,0.000634695271047627,0.0341127551679065,"DOWN",36531805,36646087,"-",40.54,430,NA,"fasciculation and elongation protein zeta 2"
"ORMDL1","2",606.059751323377,-0.707116185119106,0.209966159954263,-3.36776262076297,0.000757808134728801,0.0373286100744415,"DOWN",189766012,189784364,"-",37.31,1987,477,"ORMDL sphingolipid biosynthesis regulator 1"
"ENSG00000233251","2",122.526478427309,-0.802250258243217,0.222211825003491,-3.61029507871875,0.000305848858599542,0.0238890481254502,"DOWN",56170244,56185870,"-",46.1,3075,NA,"novel transcript, antisense to CCDC85A"
"SERPINE2","2",4287.9429996743,-0.811315107120797,0.241567753911905,-3.35854059154214,0.000783552124743137,0.0381123258048782,"DOWN",223975045,224039318,"-",43.2,2229,1197,"serpin family E member 2"
"HADHB","2",3495.43480978699,-0.925384610092646,0.251154795559345,-3.68451897576444,0.000229134955801758,0.0211521299275623,"DOWN",26243170,26290465,"+",41.22,557,449,"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"
"SLC40A1","2",600.00866221231,-0.956110879991498,0.279090148455964,-3.42581379271564,0.000612960445473575,0.0337700713763642,"DOWN",189560590,189583758,"-",38.25,3330,1716,"solute carrier family 40 member 1"
"C2orf76","2",131.453347631525,-0.964638141533345,0.288444225537524,-3.34427960807922,0.000824965470074916,0.0389827822327916,"DOWN",119302225,119366834,"-",39.21,1150,381,"chromosome 2 open reading frame 76"
"FBXO36","2",358.097825692107,-1.09002374652334,0.259977636195388,-4.19275966377401,2.75581359673148e-05,0.00689546979126907,"DOWN",229922302,230013119,"+",43.78,3120,474,"F-box protein 36"
"SULT1C4","2",625.828222529308,-1.11393604626187,0.296434392955745,-3.7577827429362,0.000171425617145688,0.0179073354849434,"DOWN",108377911,108388989,"+",40.65,1757,NA,"sulfotransferase family 1C member 4"
"RBM43","2",301.331490041914,-1.19205696987152,0.354977611817792,-3.35811873815692,0.000784748956041899,0.0381123258048782,"DOWN",151247940,151261863,"-",42.67,4176,1074,"RNA binding motif protein 43"
"LY75","2",57.856090003958,-1.23859899981135,0.310130122077676,-3.99380425065942,6.50215502692742e-05,0.0109209112139768,"DOWN",159803355,159904756,"-",37.97,6932,5169,"lymphocyte antigen 75"
"CYBRD1","2",2878.96018599958,-1.30056275226218,0.311226374287583,-4.1788320647286,2.93009940744117e-05,0.00694778277140903,"DOWN",171522247,171558129,"+",41.27,1493,687,"cytochrome b reductase 1"
"CKAP2L","2",21.5255256531862,-1.69897967928066,0.497117266214459,-3.41766378830164,0.000631610775766864,0.0341127551679065,"DOWN",112736349,112764664,"-",39.56,4723,2238,"cytoskeleton associated protein 2 like"
"ENSG00000227157","2",35.915152497804,-1.76343462170622,0.514575748476707,-3.4269679963086,0.000610361000845225,0.0337700713763642,"DOWN",104378996,104416783,"+",40.39,1926,NA,"novel transcript"
"COL6A4P2","3",37.6939046329616,2.35263003202457,0.601306465480899,3.91253074277696,9.1333906548165e-05,0.0134695235595971,"UP",130212823,130273327,"+",39.27,2753,NA,"collagen type VI alpha 4 pseudogene 2"
"RNA5SP149","3",1142.47511062705,1.45353728664257,0.418613867015284,3.47226262953565,0.000516091184254955,0.0317612757821637,"UP",180161886,180161977,"-",58.7,92,NA,"RNA, 5S ribosomal pseudogene 149"
"FGF12-AS2","3",63.084989118047,1.26129208500602,0.322272589981016,3.91374297479135,9.08763669912273e-05,0.0134695235595971,"UP",192515022,192516573,"+",52.64,580,NA,"FGF12 antisense RNA 2"
"RN7SL4P","3",83159.3896537995,1.25023630560711,0.264340844596266,4.72963725116573,2.24921355259067e-06,0.00233009731019666,"UP",15738515,15738809,"+",58.64,295,NA,"RNA, 7SL, cytoplasmic 4, pseudogene"
"TNK2","3",8482.41365439773,1.15937575689756,0.263636394819563,4.39763166117884,1.09438498673861e-05,0.00433091704331014,"UP",195863364,195911945,"-",58.27,2850,1653,"tyrosine kinase non receptor 2"
"CAMK2N2","3",1771.225529347,1.11351897138168,0.280580100130939,3.96863131370339,7.22866203643832e-05,0.0118130013522498,"UP",184259213,184261553,"-",69.03,1452,240,"calcium/calmodulin dependent protein kinase II inhibitor 2"
"GRIP2","3",552.08973558693,0.984810530067401,0.294302170701183,3.34625642658722,0.000819106081437753,0.0389827822327916,"UP",14489107,14556075,"-",52.35,7724,3132,"glutamate receptor interacting protein 2"
"MPRIPP1","3",173.147354121213,0.86211773346695,0.200618896936788,4.29729076687421,1.72898333227028e-05,0.00529331530054291,"UP",44579938,44581026,"-",59.78,1089,NA,"myosin phosphatase Rho interacting protein pseudogene 1"
"ZBTB47","3",4594.07305791907,0.747618188825081,0.206748452719129,3.61607634297865,0.000299102198294503,0.0237059053832581,"UP",42653697,42667580,"+",61.24,5494,2244,"zinc finger and BTB domain containing 47"
"ADCY5","3",4995.83209605101,0.708368361434497,0.205302619555468,3.45036202152848,0.000559835262554751,0.0330248186832908,"UP",123282296,123449090,"-",51.17,6643,3948,"adenylate cyclase 5"
"IQSEC1","3",20268.3625003837,0.535714823100973,0.156789947276622,3.41676767169148,0.000633693335715946,0.0341127551679065,"UP",12897043,13283281,"-",53.38,7700,3345,"IQ motif and Sec7 domain ArfGEF 1"
"CAPN7","3",1570.56692537224,-0.425575396445505,0.121788009656406,-3.49439487225515,0.000475137693817192,0.0308071174644606,"DOWN",15206152,15252916,"+",37.11,781,111,"calpain 7"
"KAT2B","3",5005.12898567227,-0.576255977081309,0.175435807189342,-3.28471129305647,0.00102086920324352,0.0437004292914119,"DOWN",20040446,20154404,"+",40.07,4410,2499,"lysine acetyltransferase 2B"
"GLT8D1","3",923.381102875438,-0.586547879467556,0.160531217764294,-3.65379324742167,0.000258394363870139,0.0222549473921363,"DOWN",52694486,52706032,"-",44.5,1856,1116,"glycosyltransferase 8 domain containing 1"
"IQCB1","3",816.875383291067,-0.606877949932505,0.178090074505637,-3.40770226312244,0.000655123351565351,0.0344452464803469,"DOWN",121769761,121835079,"-",36.52,2577,1797,"IQ motif containing B1"
"LRRC58","3",2961.71225510947,-0.622854895861909,0.181197518999207,-3.43743611558299,0.000587249229994988,0.0335077866430792,"DOWN",120324509,120349354,"-",38.96,7918,1116,"leucine rich repeat containing 58"
"DBR1","3",329.936555055343,-0.668370500034422,0.136468602053708,-4.89761373661161,9.70074865007198e-07,0.00146638941781651,"DOWN",138160988,138174949,"-",39.42,2702,NA,"debranching RNA lariats 1"
"ZBTB47-AS1","3",676.065379246018,-0.700426049220596,0.21224002749342,-3.30016000041421,0.000966297206780179,0.0421096653030368,"DOWN",42601961,42654396,"-",38.98,728,NA,"ZBTB47 and NKTR antisense RNA 1"
"NMD3","3",1606.55444791987,-0.778148626490928,0.2350923626852,-3.30996982463827,0.000933060295855235,0.0415005651099349,"DOWN",161104696,161253532,"+",37.99,589,294,"NMD3 ribosome export adaptor"
"LRRC34","3",281.556557874403,-0.822754075752371,0.208318735051716,-3.94949631173652,7.83158175741311e-05,0.0122202991215996,"DOWN",169793003,169812986,"-",38.9,2383,1395,"leucine rich repeat containing 34"
"PLSCR4","3",2252.87046712637,-0.845568679229969,0.210042610572596,-4.02570067532901,5.68059115152768e-05,0.00983055462632997,"DOWN",146192335,146251179,"-",35.8,3233,990,"phospholipid scramblase 4"
"OXSM","3",139.461595522017,-0.847896939830601,0.256711583035748,-3.30291656419931,0.000956848532491761,0.0419676234605981,"DOWN",25782917,25794534,"+",42,410,NA,"3-oxoacyl-ACP synthase, mitochondrial"
"HIGD1A","3",995.538721174847,-0.98426204438191,0.247625001491253,-3.97480883777674,7.04358077482001e-05,0.0115888465727753,"DOWN",42782908,42804490,"-",42.28,2722,282,"HIG1 hypoxia inducible domain family member 1A"
"ACKR2","3",97.4263699990092,-0.997866869739254,0.311053896315976,-3.20801919396501,0.00133652578362541,0.0497310963119448,"DOWN",42804752,42887974,"+",44.24,1121,NA,"atypical chemokine receptor 2"
"DHFR2","3",555.671114335136,-1.13018404526861,0.321051008264696,-3.52026318614397,0.000431118781853911,0.0293719404448414,"DOWN",94047836,94063389,"-",35.09,632,NA,"dihydrofolate reductase 2"
"BCHE","3",264.580722113305,-1.16196260591624,0.359013387468612,-3.23654394647841,0.00120986595674974,0.0475247404004392,"DOWN",165772904,165837462,"-",32.29,2405,1809,"butyrylcholinesterase"
"HNRNPKP4","3",36.3343892251858,-1.20015410698995,0.349311938626184,-3.43576607118,0.000590880933632374,0.0335077866430792,"DOWN",96349554,96350939,"+",45.96,1386,NA,"heterogeneous nuclear ribonucleoprotein K pseudogene 4"
"ABI3BP","3",990.524778808165,-1.34089377825483,0.378749162237719,-3.54032143683853,0.000399639967744673,0.0280011956834172,"DOWN",100749156,100993515,"-",37.02,6737,5382,"ABI family member 3 binding protein"
"EFHB","3",203.635274389989,-1.91725115066896,0.555362383814268,-3.45225245091529,0.000555927329030852,0.0330248186832908,"DOWN",19879472,19947025,"-",40.39,2860,2502,"EF-hand domain family member B"
"PSAPL1","4",72.1520454163096,2.13564184281322,0.549167065405938,3.88887458361069,0.000100710141001312,0.0139987095991824,"UP",7430285,7434930,"-",60.55,4646,1566,"prosaposin like 1"
"DOK7","4",206.322142284989,1.85577220543314,0.530374990590151,3.49898135914782,0.000467039231344535,0.0307473940970095,"UP",3463306,3501473,"+",62.88,2566,1515,"docking protein 7"
"RN7SL589P","4",39.1355700414295,1.54536791522758,0.425011917085833,3.63605784473918,0.000276842191272184,0.0226206258044224,"UP",2316197,2316506,"-",52.26,310,NA,"RNA, 7SL, cytoplasmic 589, pseudogene"
"C4orf50","4",4209.57704675306,1.16229835190468,0.274817063685278,4.22935292415377,2.34364437092283e-05,0.00643526922562258,"UP",5897373,6200555,"-",49.24,13296,2546,"chromosome 4 open reading frame 50"
"RPSAP70","4",69.9476538744614,1.14902671203925,0.352416547143633,3.26042213781451,0.00111246506562206,0.045620950174103,"UP",186157896,186158843,"+",61.18,864,NA,"ribosomal protein SA pseudogene 70"
"CPLX1","4",4158.12351944033,0.845257284665408,0.237027457109268,3.56607329367647,0.000362370065367578,0.0263145513218498,"UP",784957,826129,"-",55.24,2112,405,"complexin 1"
"NAT8L","4",8794.14776183133,0.826624682040766,0.217570800609062,3.79933649058944,0.000145083995704565,0.0168424372117324,"UP",2059327,2069089,"+",66.53,6056,909,"N-acetyltransferase 8 like"
"LETM1","4",4502.58850382418,0.371631556567152,0.115100818029034,3.22874817860468,0.00124333324793171,0.0479605389704566,"UP",1811479,1856156,"-",53.78,5371,2220,"leucine zipper and EF-hand containing transmembrane protein 1"
"ZNF141","4",1519.83064281717,-0.373725285959142,0.114995590090035,-3.24990971972522,0.00115441650456648,0.0464571007977452,"DOWN",337814,384868,"+",40.31,536,NA,"zinc finger protein 141"
"CEP44","4",629.057912570277,-0.558484200553082,0.138134179526191,-4.04305583504908,5.27590504588047e-05,0.00974919335560158,"DOWN",174283730,174333380,"+",35.65,600,336,"centrosomal protein 44"
"FBXL5","4",4486.83353195212,-0.568272226704474,0.169928299080315,-3.34418828282325,0.000825237100107059,0.0389827822327916,"DOWN",15604381,15681679,"-",37.86,3488,2076,"F-box and leucine rich repeat protein 5"
"UBA6","4",2334.19614297185,-0.568549979125551,0.16301059552804,-3.48780996280547,0.00048699408044785,0.0310804212078817,"DOWN",67612652,67701155,"-",35.51,9540,3159,"ubiquitin like modifier activating enzyme 6"
